74;1999;Aging and Life Course;" The Section on Aging and the Life Course's Outstanding Publication Award
";Book;Ching Kwan Lee;"15. [BOOK] 1999: Ching Kwan Lee, The Chinese University of Hong Kong, Gender and the South China Miracle: Two Worlds of Factory Women. University of California Press. 1998. [x] 3:27
";;;
78;2020;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Barbara Kiviat;"1. [ART] 2020: Barbara Kiviat, “The Moral Limits of Predictive Practices: The Case of Credit-Based Insurance Scores,” American Sociological Review, 84(6):1134-1158, 2019. [x] 0:52
";;;
80;2020;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Samuel D. Stabler;"2. [ART] 2020 Honorable Mention: Shai M. Dromi and Samuel D. Stabler, “Good on Paper: Sociological Critique, Pragmatism, and Secularization Theory,” Theory and Society, 48:325-50, 2019.  [x] 0:55
";;;
10002;2020;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Shai M. Dromi;"2. [ART] 2020 Honorable Mention: Shai M. Dromi and Samuel D. Stabler, “Good on Paper: Sociological Critique, Pragmatism, and Secularization Theory,” Theory and Society, 48:325-50, 2019.  [x] 0:55
";;;
82;2019;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Brandon Gorman;"3. [ART] 2019: Brandon Gorman and Charles Seguin, “World Citizens on the Periphery: Threat and Identification with Global Society,” American Journal of Sociology 124(3):705-761. 2018. [x] 0:36
";;;
83;2019;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Charles Seguin;"3. [ART] 2019: Brandon Gorman and Charles Seguin, “World Citizens on the Periphery: Threat and Identification with Global Society,” American Journal of Sociology 124(3):705-761. 2018. [x] 0:36
";;;
85;2019;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Patrick Reilly;"4. [ART] 2019: Patrick Reilly, “No Laughter among Thieves: Authenticity and the Enforcement of Community Norms in Stand-Up Comedy,” American Sociological Review 83(5):933-958. 2018. [x] 0:41
";;;
87;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Andrew C. Cohen;"5. [ART] 2018: Andrew C. Cohen and Shai M. Dromi, ""Advertising Morality: Maintaining Moral Worth in a Stigmatized Profession,"" forthcoming in Theory & Society [x] 0:45
";;;
90;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Blaine G. Robbins;"6. [ART] 2018: Blaine G. Robbins, ""Probing the Links Between Trustworthiness, Trust, and Emotion: Evidence from Four Survey Experiments,"" Social Psychology Quarterly 79(3):284-308. 2016. [x] 0:41
";;;
88;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Shai M. Dromi;"5. [ART] 2018: Andrew C. Cohen and Shai M. Dromi, ""Advertising Morality: Maintaining Moral Worth in a Stigmatized Profession,"" forthcoming in Theory & Society [x] 0:45
";;;
10008;2017;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Robert Braun;[ART] 2017: Robert Braun, Northwestern Univ., “Religious Minorities and Resistance to Genocide: The Collective Rescue of Jews in the Netherlands during the Holocaust.”  American Political Science Review  119 (1) 127-147.;;;
10009;2017;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Ashley Harrell;[ART] 2017: Honorable Mention, Ashley Harrell, Univ. of Michigan, “The Dynamics of Prosocial Leadership: Power and Influence in Collective Action Groups.”  Social Forces  94(3): 1283-1308.;;;
10010;2017;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Brent Simpson;[ART] 2017: Honorable Mention, Brent Simpson, Univ. of South Carolina, “The Dynamics of Prosocial Leadership: Power and Influence in Collective Action Groups.”  Social Forces  94(3): 1283-1308.;;;
10003;2016;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Wayne E. Baker;[ARTICLE] 2016: Wayne E. Baker, University of Michigan, 2014. “Paying It Forward vs. Rewarding Reputation: Mechanisms of Generalized Reciprocity.” Organization Science 25 (5): 1493-1510.;;;
10004;2016;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Nathaniel Bulkley;[ARTICLE] 2016: Nathaniel Bulkley, Innovation Places LLC, 2014. “Paying It Forward vs. Rewarding Reputation: Mechanisms of Generalized Reciprocity.” Organization Science 25 (5): 1493-1510.;;;
92;2015;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Ashley Harrell;"7. [ART] 2015: Brent Simpson, Ashley Harrell, and Rob Willer, ""Hidden Paths from Morality to Cooperation: Moral Judgment Promote Trust and Trustworthiness,” Social Forces 91(4):1529–1548. 2013. [x] 0:58
";;;
91;2015;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Brent Simpson;"7. [ART] 2015: Brent Simpson, Ashley Harrell, and Rob Willer, ""Hidden Paths from Morality to Cooperation: Moral Judgment Promote Trust and Trustworthiness,” Social Forces 91(4):1529–1548. 2013. [x] 0:58
";;;
93;2015;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Robb Willer;"7. [ART] 2015: Brent Simpson, Ashley Harrell, and Rob Willer, ""Hidden Paths from Morality to Cooperation: Moral Judgment Promote Trust and Trustworthiness,” Social Forces 91(4):1529–1548. 2013. [x] 0:58
";;;
95;2014;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Dan Lainer-Vos;"8. [ART] 2014: Dan Lainer-Vos, University of Southern California, ""The Practical Organization of Moral Transactions: Gift Giving, Market Exchange, Credit, and the Making of Diaspora Bonds,"" Sociological Theory 31(2):145-167. 2013. [x] 0:45
";;;
101;2013;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Carol Ann MacGregor;"9. [ART] 2013: Chaeyoon Lim, University of Wisconsin, Madison, and Carol Ann MacGregor, Loyola University, New Orleans, ""Religion and Volunteering in Context: Disentangling the Contextual Effects of Religion on Voluntary Behavior,"" American Sociological Review. 77(5):747-779. 2012. [x] 1:00
";;;
99;2013;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Chaeyoon Lim;"9. [ART] 2013: Chaeyoon Lim, University of Wisconsin, Madison, and Carol Ann MacGregor, Loyola University, New Orleans, ""Religion and Volunteering in Context: Disentangling the Contextual Effects of Religion on Voluntary Behavior,"" American Sociological Review. 77(5):747-779. 2012. [x] 1:00
";;;
105;2012;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Gabriel Abend;"10. [ART] 2012: Gabriel Abend, New York University, ""Thick Concepts and the Moral Brain,"" European Journal of Sociology 52(1):143-172. 2011. [x] 1:50
";;;
108;2012;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Article Award
";Article;Robb Willer;"11. [ART] 2012 Honorable Metion: Rob Willer, University of California, Berkeley, “Groups Reward Individual Sacrifice: The Status Solution to the Collective Action Problem,” American Sociological Review 74(1):23-43. 2009. [x] 2:28
";;;
117;2020;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Gary J. Adler;"13. [BOOK] 2020 Honorable Mention: Gary J. Adler, Empathy Beyond US Borders: The Challenges of Transnational Civic Engagement. Cambridge: Cambridge University Press. 2019.
";;;
113;2020;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Robert Braun;"12. [BOOK] 2020: Robert Braun, Protectors of Pluralism: Religious Minorities and the Rescue of Jews in the Low Countries during the Holocaust. Cambridge: Cambridge University Press. 2019. [x] 1:30
";;;
10006;2020;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Roi Livne;[BOOK] 2020: (hon. mention) Roi Livne, University of Michigan, Values at the End of Life: The Logic of Palliative Care  (2019, Cambridge, MA: Harvard Univ. Press).;;;
127;2019;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Chandra Russo;"16. [BOOK] 2019 Honorable Mention: Chandra Russo, Solidarity in Practice: Moral Protest and the US Security State. Cambridge University Press. 2018.
";;;
124;2019;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Stefan Bargheer;"15. [BOOK] 2019: Stefan Bargheer, Moral Entanglements: Conserving Birds in Britain and Germany. University of Chicago Press. 2018.
";;;
133;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Ann Swidler;"18. [BOOK] 2018 Honorable Mention: Ann Swidler and Susan Cotts Watkins, A Fraught Embrace: The Romance and Reality of AIDS Altruism in Africa. Princeton University Press. 2017.
";;;
131;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Sarah K. Harkness;"17. [BOOK] 2018: Steven Hitlin and Sarah K. Harkness, Unequal Foundations: Inequality, Morality and Emotions Across Cultures. Oxford University Press. 2018.
";;;
130;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Steven Hitlin;"17. [BOOK] 2018: Steven Hitlin and Sarah K. Harkness, Unequal Foundations: Inequality, Morality and Emotions Across Cultures. Oxford University Press. 2018.
";;;
134;2018;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Susan Cotts Watkins;"18. [BOOK] 2018 Honorable Mention: Ann Swidler and Susan Cotts Watkins, A Fraught Embrace: The Romance and Reality of AIDS Altruism in Africa. Princeton University Press. 2017.
";;;
10007;2017;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Jennifer Reich;[BOOK] 2017: Jennifer Reich, CU Denver, Calling the Shots: Why Parents Reject Vaccines  (2016, New York: New York University Press).;;;
10005;2016;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Justin Farrell;[BOOK] 2016: Justin Farrell, Yale University, The Battle for Yellowstone: Morality and the Sacred Roots of Environmental Conflict (Princeton University Press, 2015);;;
136;2015;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Gabriel Abend;"19. [BOOK] 2015: Gabriel Abend, The Moral Background: An Inquiry into the History of Business Ethics. Princeton University Press. 2014.
";;;
139;2015;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Vincent Jeffries;"20. [BOOK] 2015: Vincent Jeffries, The Palgrave Handbook of Altruism, Morality, and Social Solidarity. Palgrave Macmillan. 2014.
";;;
143;2014;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Peter Stamatov;"21. [BOOK] 2014: Peter Stamatov, Yale University, The Origins of Global Humanitarianism: Religion, Empires and Advocacy. Cambridge University Press. 2013.
";;;
148;2013;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Lori Peek;"22. [BOOK] 2013: Lori Peek, Colorado State, Behind the Backlash: Muslim Americans After 9/11. Temple University Press. 2011.
";;;
150;2012;Altruism and Morality;" The Section on Altruism, Morality, and Social Solidarity's Outstanding Published Book Award
";Book;Donald Black;"23. [BOOK] 2012: Donald Black, University of Virginia, Moral Time. Oxford University Press. 2011.
";;;
157;2020;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Manès Weisskircher;"2. [ART] 2020: Manès Weisskircher, ""New Technologies as a Neglected Social Movement Outcome."" Sociological Perspectives 62 (1): 59-76. 2018
";No unofficial website;;
153;2020;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Book;Elizabeth Cherry;"1. [BOOK] 2020: Elizabeth Cherry, Manhattanville College, For the Birds: Protecting Wildlife through the Naturalist Gaze. New Brunswick, NJ: Rutgers University Press. 2019.
";;;
159;2019;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Andrea Laurent-Simpson;"3. [ART] 2019: Andrea Laurent-Simpson, ""'They Make Me Not Wanna Have a Child': Effects of Companion Animals on Fertility Intentions of the Childfree,"" Sociological Inquiry 87(4):586-607. 2017.
";;;
161;2018;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Book;Elizabeth Cherry;"4. [BOOK] 2018: Elizabeth Cherry, Manhattanville College, Culture and Activism: Animal Rights in France and the United States. Routledge. 2016.
";;;
164;2017;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Betsie Garner;"5. [ART] 2017: Betsie Garner and David Grazian, ""Naturalizing Gender through Childhood Socialization Messages in a Zoo,"" Social Psychology Quarterly 79(3):181-198. 2016.
";;;
165;2017;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;David Grazian;"5. [ART] 2017: Betsie Garner and David Grazian, ""Naturalizing Gender through Childhood Socialization Messages in a Zoo,"" Social Psychology Quarterly 79(3):181-198. 2016.
";;;
166;2016;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Book;David Grazian;"6. [BOOK] 2016: David Grazian, American Zoo: A Sociological Safari. Princeton University Press. 2015.
";;;
169;2014;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Book;Lisa Jean Moore;"7. [BOOK] 2014: Lisa Jean Moore and Mary Kosut, Purchase College, State University of New York, Buzz: Urban Beekeeping and the Power of the Bee. New York University Press. 2013.
";;;
170;2014;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Book;Mary Kosut;"7. [BOOK] 2014: Lisa Jean Moore and Mary Kosut, Purchase College, State University of New York, Buzz: Urban Beekeeping and the Power of the Bee. New York University Press. 2013.
";;;
178;2013;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;David Grazian;"9. [ART] 2013: David Grazian, University of Pennsylvania, ""Where the Wild Things Aren’t: Exhibiting Nature in American Zoos"" The Sociological Quarterly 53(4):546-565. 2016.
";;;
180;2013;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;David Nibert;"10. [ART] 2013: David Nibert, Wittenberg University, ""The Fire Next Time: The Coming Cost of Capitalism, Animal Oppression and Environmental Ruin,” Journal of Human Rights and the Environment 3:141-158. 2012.
";;;
177;2013;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Philip Mancus;"8. [ART] 2013: Richard York and Philip Mancus, “The Invisible Animal: Anthrozoology and Macrosociology,” Sociological Theory 31(1):75-91. 2013.
";;;
176;2013;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Richard York;"8. [ART] 2013: Richard York and Philip Mancus, “The Invisible Animal: Anthrozoology and Macrosociology,” Sociological Theory 31(1):75-91. 2013.
";;;
182;2011;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Book;Rhoda Wilkie;"11. [BOOK] 2011: Rhoda Wilkie, Livestock/Deadstock: Working with Animals from Birth to Slaughter. Temple University Press. 2010.
";;;
185;2010;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Amy Fitzgerald;"12. [ART] 2010: Amy Fitzgerald, University of Windsor, Linda Kalof, Michigan State University, and Thomas Dietz, Michigan State University, “Slaughterhouses and Increased Crime Rates: An Empirical Analysis of Spillover from 'The Jungle' into the Surrounding Community,” Organization and Environment 22(2):158-184. 2009.
";;;
186;2010;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Linda Kalof;"12. [ART] 2010: Amy Fitzgerald, University of Windsor, Linda Kalof, Michigan State University, and Thomas Dietz, Michigan State University, “Slaughterhouses and Increased Crime Rates: An Empirical Analysis of Spillover from 'The Jungle' into the Surrounding Community,” Organization and Environment 22(2):158-184. 2009.
";;;
187;2010;Animals and Society;" The Section on Animals and Society's Award for Distinguished Scholarship
";Article;Thomas Dietz;"12. [ART] 2010: Amy Fitzgerald, University of Windsor, Linda Kalof, Michigan State University, and Thomas Dietz, Michigan State University, “Slaughterhouses and Increased Crime Rates: An Empirical Analysis of Spillover from 'The Jungle' into the Surrounding Community,” Organization and Environment 22(2):158-184. 2009.
";;;
